station: station12
radial[mm] vertical[mm] counts
-1 45 7
-1 47 8
-1 49 7
-1 51 4
-1 53 3
-1 55 2
-1 57 3
-1 59 1
1 -59 3
1 -57 1
1 -55 1
1 -53 1
1 -51 2
1 -49 3
1 -47 7
1 -45 8
1 -43 12
1 -41 33
1 -39 69
1 -37 128
1 -35 289
1 -33 542
1 -31 824
1 -29 1291
1 -27 1913
1 -25 2715
1 -23 3763
1 -21 4872
1 -19 6096
1 -17 7420
1 -15 8882
1 -13 10271
1 -11 11688
1 -9 13075
1 -7 13977
1 -5 14866
1 -3 15188
1 -1 15480
1 1 15455
1 3 15193
1 5 14407
1 7 13699
1 9 12514
1 11 11167
1 13 9825
1 15 8595
1 17 7027
1 19 5992
1 21 4843
1 23 3744
1 25 2773
1 27 1983
1 29 1452
1 31 939
1 33 584
1 35 359
1 37 187
1 39 108
1 41 42
1 43 19
1 45 7
1 47 8
1 49 2
1 51 3
1 53 1
1 55 2
1 57 1
1 59 3
3 -59 2
3 -57 2
3 -55 1
3 -53 2
3 -51 2
3 -49 7
3 -47 3
3 -45 7
3 -43 16
3 -41 41
3 -39 68
3 -37 149
3 -35 319
3 -33 554
3 -31 943
3 -29 1429
3 -27 2146
3 -25 2978
3 -23 3992
3 -21 5134
3 -19 6419
3 -17 7906
3 -15 9374
3 -13 11132
3 -11 12635
3 -9 13637
3 -7 14782
3 -5 15404
3 -3 15921
3 -1 16278
3 1 16249
3 3 15779
3 5 15127
3 7 14322
3 9 13393
3 11 11911
3 13 10610
3 15 9124
3 17 7802
3 19 6347
3 21 4985
3 23 3921
3 25 3004
3 27 2173
3 29 1491
3 31 1024
3 33 629
3 35 400
3 37 218
3 39 119
3 41 53
3 43 29
3 45 15
3 47 7
3 49 6
3 51 4
3 53 2
3 55 2
3 57 1
3 59 0
5 -59 1
5 -57 3
5 -55 1
5 -53 5
5 -51 0
5 -49 1
5 -47 3
5 -45 10
5 -43 15
5 -41 40
5 -39 65
5 -37 173
5 -35 326
5 -33 574
5 -31 1013
5 -29 1564
5 -27 2216
5 -25 3304
5 -23 4343
5 -21 5497
5 -19 6926
5 -17 8401
5 -15 10038
5 -13 11700
5 -11 13427
5 -9 14493
5 -7 15597
5 -5 16534
5 -3 17038
5 -1 17167
5 1 17144
5 3 16782
5 5 15959
5 7 15349
5 9 14181
5 11 12652
5 13 11141
5 15 9900
5 17 8319
5 19 6805
5 21 5483
5 23 4158
5 25 3129
5 27 2220
5 29 1691
5 31 1028
5 33 704
5 35 431
5 37 246
5 39 114
5 41 60
5 43 22
5 45 15
5 47 10
5 49 3
5 51 2
5 53 2
5 55 2
5 57 0
5 59 1
7 -59 1
7 -57 5
7 -55 0
7 -53 1
7 -51 4
7 -49 6
7 -47 3
7 -45 10
7 -43 18
7 -41 38
7 -39 84
7 -37 164
7 -35 339
7 -33 627
7 -31 1015
7 -29 1721
7 -27 2504
7 -25 3496
7 -23 4606
7 -21 6013
7 -19 7587
7 -17 9090
7 -15 10651
7 -13 12318
7 -11 13849
7 -9 15573
7 -7 17088
7 -5 17797
7 -3 18232
7 -1 18809
7 1 18374
7 3 17806
7 5 17354
7 7 16319
7 9 15060
7 11 13556
7 13 11882
7 15 10602
7 17 8796
7 19 7171
7 21 5787
7 23 4430
7 25 3460
7 27 2515
7 29 1796
7 31 1215
7 33 765
7 35 396
7 37 262
7 39 113
7 41 56
7 43 24
7 45 18
7 47 9
7 49 6
7 51 3
7 53 2
7 55 4
7 57 2
7 59 0
9 -59 0
9 -57 3
9 -55 2
9 -53 1
9 -51 6
9 -49 5
9 -47 4
9 -45 10
9 -43 20
9 -41 36
9 -39 85
9 -37 176
9 -35 381
9 -33 657
9 -31 1152
9 -29 1838
9 -27 2733
9 -25 3685
9 -23 4871
9 -21 6468
9 -19 8086
9 -17 9834
9 -15 11724
9 -13 13355
9 -11 15247
9 -9 16647
9 -7 18054
9 -5 19152
9 -3 19541
9 -1 20087
9 1 19776
9 3 19367
9 5 18540
9 7 17647
9 9 16332
9 11 14810
9 13 12628
9 15 11107
9 17 9436
9 19 7836
9 21 6371
9 23 4891
9 25 3745
9 27 2777
9 29 1993
9 31 1265
9 33 791
9 35 471
9 37 262
9 39 143
9 41 68
9 43 32
9 45 18
9 47 10
9 49 6
9 51 2
9 53 1
9 55 1
9 57 3
9 59 2
11 -59 0
11 -57 4
11 -55 4
11 -53 7
11 -51 3
11 -49 4
11 -47 9
11 -45 13
11 -43 20
11 -41 41
11 -39 62
11 -37 202
11 -35 416
11 -33 782
11 -31 1248
11 -29 2006
11 -27 2928
11 -25 4059
11 -23 5286
11 -21 7013
11 -19 8614
11 -17 10734
11 -15 12536
11 -13 14583
11 -11 16322
11 -9 17952
11 -7 19374
11 -5 20227
11 -3 21095
11 -1 21263
11 1 21199
11 3 20828
11 5 19831
11 7 18541
11 9 17233
11 11 15693
11 13 13883
11 15 12151
11 17 10078
11 19 8544
11 21 6958
11 23 5309
11 25 4025
11 27 3009
11 29 2111
11 31 1395
11 33 844
11 35 513
11 37 273
11 39 130
11 41 86
11 43 35
11 45 21
11 47 10
11 49 6
11 51 3
11 53 5
11 55 2
11 57 0
11 59 0
13 -59 3
13 -57 1
13 -55 2
13 -53 5
13 -51 4
13 -49 2
13 -47 9
13 -45 10
13 -43 22
13 -41 43
13 -39 103
13 -37 193
13 -35 435
13 -33 780
13 -31 1309
13 -29 2070
13 -27 3107
13 -25 4384
13 -23 5778
13 -21 7459
13 -19 9336
13 -17 11441
13 -15 13177
13 -13 15405
13 -11 17587
13 -9 19233
13 -7 20822
13 -5 21648
13 -3 22260
13 -1 22514
13 1 22833
13 3 22061
13 5 21186
13 7 20016
13 9 18501
13 11 16678
13 13 14755
13 15 12920
13 17 10752
13 19 9115
13 21 7335
13 23 5738
13 25 4405
13 27 3116
13 29 2196
13 31 1428
13 33 943
13 35 562
13 37 303
13 39 169
13 41 87
13 43 30
13 45 17
13 47 10
13 49 7
13 51 9
13 53 3
13 55 0
13 57 2
13 59 0
15 -59 1
15 -57 1
15 -55 2
15 -53 3
15 -51 1
15 -49 4
15 -47 9
15 -45 15
15 -43 24
15 -41 59
15 -39 119
15 -37 240
15 -35 456
15 -33 806
15 -31 1428
15 -29 2283
15 -27 3217
15 -25 4601
15 -23 5932
15 -21 7995
15 -19 9765
15 -17 11770
15 -15 14148
15 -13 16223
15 -11 18372
15 -9 20138
15 -7 21694
15 -5 22808
15 -3 23420
15 -1 23915
15 1 23367
15 3 22956
15 5 22327
15 7 21014
15 9 19657
15 11 17528
15 13 15657
15 15 13540
15 17 11664
15 19 9316
15 21 7672
15 23 5868
15 25 4579
15 27 3272
15 29 2355
15 31 1662
15 33 987
15 35 570
15 37 294
15 39 171
15 41 84
15 43 36
15 45 15
15 47 11
15 49 6
15 51 5
15 53 1
15 55 4
15 57 5
15 59 2
17 -59 1
17 -57 2
17 -55 1
17 -53 4
17 -51 5
17 -49 3
17 -47 6
17 -45 12
17 -43 32
17 -41 41
17 -39 112
17 -37 198
17 -35 421
17 -33 810
17 -31 1470
17 -29 2198
17 -27 3456
17 -25 4551
17 -23 6299
17 -21 8084
17 -19 10107
17 -17 12255
17 -15 14556
17 -13 16542
17 -11 18939
17 -9 20817
17 -7 22337
17 -5 23726
17 -3 23901
17 -1 24328
17 1 24588
17 3 23772
17 5 22836
17 7 21539
17 9 19905
17 11 18164
17 13 16147
17 15 14026
17 17 11853
17 19 9878
17 21 7906
17 23 6180
17 25 4808
17 27 3553
17 29 2450
17 31 1580
17 33 1058
17 35 629
17 37 336
17 39 164
17 41 87
17 43 25
17 45 14
17 47 8
17 49 7
17 51 5
17 53 2
17 55 3
17 57 2
17 59 1
19 -59 3
19 -57 6
19 -55 1
19 -53 3
19 -51 3
19 -49 6
19 -47 4
19 -45 15
19 -43 23
19 -41 51
19 -39 112
19 -37 203
19 -35 483
19 -33 824
19 -31 1458
19 -29 2268
19 -27 3367
19 -25 4778
19 -23 6376
19 -21 7973
19 -19 10239
19 -17 12529
19 -15 14344
19 -13 16758
19 -11 18965
19 -9 20924
19 -7 22342
19 -5 23396
19 -3 24127
19 -1 24784
19 1 24237
19 3 24111
19 5 22963
19 7 21786
19 9 20245
19 11 18301
19 13 16099
19 15 13833
19 17 11866
19 19 10059
19 21 8030
19 23 6272
19 25 4759
19 27 3506
19 29 2560
19 31 1614
19 33 1052
19 35 583
19 37 334
19 39 158
19 41 76
19 43 37
19 45 21
19 47 8
19 49 11
19 51 5
19 53 6
19 55 3
19 57 3
19 59 6
21 -59 0
21 -57 3
21 -55 1
21 -53 2
21 -51 5
21 -49 2
21 -47 10
21 -45 13
21 -43 22
21 -41 45
21 -39 85
21 -37 199
21 -35 401
21 -33 768
21 -31 1488
21 -29 2228
21 -27 3219
21 -25 4497
21 -23 5959
21 -21 7718
21 -19 9708
21 -17 11689
21 -15 14015
21 -13 16252
21 -11 18413
21 -9 20096
21 -7 21767
21 -5 22757
21 -3 23273
21 -1 23912
21 1 23905
21 3 23159
21 5 22186
21 7 20949
21 9 19595
21 11 17520
21 13 15810
21 15 13704
21 17 11598
21 19 9618
21 21 7725
21 23 5996
21 25 4534
21 27 3402
21 29 2401
21 31 1595
21 33 1002
21 35 590
21 37 306
21 39 152
21 41 68
21 43 42
21 45 15
21 47 12
21 49 11
21 51 10
21 53 2
21 55 4
21 57 4
21 59 3
23 -59 0
23 -57 2
23 -55 1
23 -53 5
23 -51 5
23 -49 4
23 -47 7
23 -45 15
23 -43 21
23 -41 30
23 -39 92
23 -37 150
23 -35 396
23 -33 727
23 -31 1270
23 -29 2016
23 -27 2954
23 -25 4166
23 -23 5599
23 -21 7095
23 -19 9011
23 -17 10953
23 -15 13115
23 -13 15194
23 -11 16861
23 -9 18584
23 -7 20357
23 -5 21096
23 -3 21967
23 -1 22199
23 1 22308
23 3 21460
23 5 20999
23 7 19751
23 9 18198
23 11 16721
23 13 14554
23 15 12776
23 17 10768
23 19 8777
23 21 7145
23 23 5630
23 25 4180
23 27 3154
23 29 2213
23 31 1374
23 33 938
23 35 484
23 37 246
23 39 133
23 41 54
23 43 25
23 45 19
23 47 7
23 49 6
23 51 4
23 53 2
23 55 3
23 57 4
23 59 2
25 -59 0
25 -57 1
25 -55 3
25 -53 4
25 -51 2
25 -49 3
25 -47 5
25 -45 6
25 -43 17
25 -41 36
25 -39 65
25 -37 142
25 -35 276
25 -33 602
25 -31 1036
25 -29 1664
25 -27 2627
25 -25 3677
25 -23 4887
25 -21 6457
25 -19 7947
25 -17 9607
25 -15 11654
25 -13 13432
25 -11 15309
25 -9 16872
25 -7 18116
25 -5 19083
25 -3 19628
25 -1 20166
25 1 20209
25 3 19645
25 5 18986
25 7 17877
25 9 16359
25 11 14777
25 13 13060
25 15 11189
25 17 9523
25 19 7928
25 21 6447
25 23 5056
25 25 3773
25 27 2800
25 29 1915
25 31 1301
25 33 756
25 35 424
25 37 218
25 39 98
25 41 46
25 43 40
25 45 18
25 47 6
25 49 4
25 51 3
25 53 2
25 55 2
25 57 0
25 59 2
27 -59 0
27 -57 2
27 -55 1
27 -53 1
27 -51 1
27 -49 7
27 -47 4
27 -45 6
27 -43 16
27 -41 23
27 -39 50
27 -37 99
27 -35 238
27 -33 465
27 -31 849
27 -29 1402
27 -27 2157
27 -25 3019
27 -23 4160
27 -21 5323
27 -19 6800
27 -17 8339
27 -15 9938
27 -13 11638
27 -11 13298
27 -9 14386
27 -7 15363
27 -5 16381
27 -3 16962
27 -1 17504
27 1 17538
27 3 16852
27 5 16087
27 7 15313
27 9 14338
27 11 12868
27 13 11308
27 15 9571
27 17 8348
27 19 6844
27 21 5388
27 23 4225
27 25 3235
27 27 2297
27 29 1507
27 31 1015
27 33 631
27 35 331
27 37 139
27 39 83
27 41 54
27 43 28
27 45 17
27 47 8
27 49 5
27 51 4
27 53 2
27 55 2
27 57 0
27 59 4
29 -59 2
29 -57 3
29 -55 2
29 -53 2
29 -51 3
29 -49 7
29 -47 3
29 -45 4
29 -43 13
29 -41 19
29 -39 34
29 -37 83
29 -35 164
29 -33 352
29 -31 597
29 -29 1038
29 -27 1574
29 -25 2330
29 -23 3295
29 -21 4229
29 -19 5599
29 -17 6968
29 -15 8219
29 -13 9599
29 -11 10713
29 -9 11940
29 -7 13102
29 -5 13954
29 -3 14401
29 -1 14632
29 1 14492
29 3 14164
29 5 13558
29 7 12873
29 9 11835
29 11 10733
29 13 9676
29 15 8164
29 17 6697
29 19 5600
29 21 4415
29 23 3480
29 25 2626
29 27 1831
29 29 1261
29 31 760
29 33 444
29 35 255
29 37 120
29 39 61
29 41 36
29 43 18
29 45 11
29 47 8
29 49 5
29 51 3
29 53 3
29 55 0
29 57 1
29 59 1
31 -59 1
31 -57 1
31 -55 2
31 -53 1
31 -51 1
31 -49 3
31 -47 5
31 -45 6
31 -43 5
31 -41 23
31 -39 30
31 -37 68
31 -35 100
31 -33 224
31 -31 410
31 -29 702
31 -27 1168
31 -25 1813
31 -23 2591
31 -21 3318
31 -19 4344
31 -17 5453
31 -15 6603
31 -13 7775
31 -11 8794
31 -9 9851
31 -7 10535
31 -5 11164
31 -3 11483
31 -1 11811
31 1 11658
31 3 11580
31 5 10899
31 7 10493
31 9 9338
31 11 8717
31 13 7506
31 15 6405
31 17 5525
31 19 4546
31 21 3617
31 23 2747
31 25 1903
31 27 1389
31 29 892
31 31 563
31 33 318
31 35 168
31 37 82
31 39 59
31 41 34
31 43 15
31 45 8
31 47 6
31 49 6
31 51 2
31 53 6
31 55 2
31 57 1
31 59 3
33 -59 0
33 -57 0
33 -55 0
33 -53 1
33 -51 5
33 -49 5
33 -47 5
33 -45 7
33 -43 6
33 -41 16
33 -39 27
33 -37 35
33 -35 73
33 -33 128
33 -31 289
33 -29 493
33 -27 775
33 -25 1210
33 -23 1756
33 -21 2471
33 -19 3342
33 -17 4048
33 -15 5105
33 -13 6051
33 -11 6724
33 -9 7546
33 -7 8271
33 -5 8681
33 -3 9086
33 -1 9283
33 1 9151
33 3 9093
33 5 8744
33 7 8444
33 9 7583
33 11 6660
33 13 5795
33 15 4991
33 17 4243
33 19 3285
33 21 2623
33 23 1904
33 25 1381
33 27 991
33 29 644
33 31 351
33 33 225
33 35 114
33 37 63
33 39 46
33 41 16
33 43 10
33 45 7
33 47 6
33 49 4
33 51 1
33 53 4
33 55 0
33 57 0
33 59 0
35 -59 1
35 -57 2
35 -55 0
35 -53 0
35 -51 4
35 -49 0
35 -47 3
35 -45 6
35 -43 2
35 -41 12
35 -39 13
35 -37 34
35 -35 53
35 -33 90
35 -31 169
35 -29 283
35 -27 516
35 -25 813
35 -23 1250
35 -21 1777
35 -19 2304
35 -17 3036
35 -15 3611
35 -13 4428
35 -11 5241
35 -9 5791
35 -7 6439
35 -5 6757
35 -3 6963
35 -1 7066
35 1 7223
35 3 6833
35 5 6589
35 7 6323
35 9 5575
35 11 5060
35 13 4355
35 15 3715
35 17 2986
35 19 2378
35 21 1864
35 23 1454
35 25 977
35 27 665
35 29 404
35 31 270
35 33 138
35 35 74
35 37 52
35 39 22
35 41 13
35 43 7
35 45 6
35 47 3
35 49 5
35 51 2
35 53 1
35 55 4
35 57 1
35 59 1
37 -59 0
37 -57 0
37 -55 2
37 -53 1
37 -51 1
37 -49 3
37 -47 0
37 -45 5
37 -43 5
37 -41 7
37 -39 14
37 -37 15
37 -35 45
37 -33 55
37 -31 97
37 -29 194
37 -27 308
37 -25 495
37 -23 817
37 -21 1133
37 -19 1546
37 -17 2044
37 -15 2562
37 -13 3096
37 -11 3663
37 -9 4069
37 -7 4593
37 -5 4892
37 -3 5090
37 -1 5090
37 1 5160
37 3 5116
37 5 4864
37 7 4616
37 9 4086
37 11 3626
37 13 3038
37 15 2608
37 17 2171
37 19 1656
37 21 1214
37 23 908
37 25 643
37 27 418
37 29 215
37 31 150
37 33 87
37 35 47
37 37 35
37 39 14
37 41 15
37 43 6
37 45 5
37 47 3
37 49 1
37 51 5
37 53 0
37 55 3
37 57 1
37 59 1
39 -59 1
39 -57 0
39 -55 1
39 -53 2
39 -51 0
39 -49 1
39 -47 1
39 -45 6
39 -43 3
39 -41 6
39 -39 10
39 -37 7
39 -35 22
39 -33 44
39 -31 69
39 -29 122
39 -27 206
39 -25 302
39 -23 449
39 -21 668
39 -19 934
39 -17 1298
39 -15 1674
39 -13 2036
39 -11 2462
39 -9 2895
39 -7 3157
39 -5 3382
39 -3 3554
39 -1 3511
39 1 3728
39 3 3506
39 5 3369
39 7 3046
39 9 2779
39 11 2419
39 13 2026
39 15 1678
39 17 1358
39 19 1093
39 21 753
39 23 558
39 25 360
39 27 230
39 29 155
39 31 110
39 33 63
39 35 34
39 37 23
39 39 11
39 41 7
39 43 5
39 45 7
39 47 2
39 49 2
39 51 2
39 53 0
39 55 1
39 57 0
39 59 2
41 -59 0
41 -57 1
41 -55 0
41 -53 2
41 -51 1
41 -49 1
41 -47 2
41 -45 4
41 -43 4
41 -41 5
41 -39 10
41 -37 11
41 -35 15
41 -33 25
41 -31 30
41 -29 65
41 -27 92
41 -25 178
41 -23 235
41 -21 345
41 -19 536
41 -17 817
41 -15 1029
41 -13 1241
41 -11 1493
41 -9 1686
41 -7 1983
41 -5 2153
41 -3 2191
41 -1 2225
41 1 2312
41 3 2261
41 5 2144
41 7 1986
41 9 1776
41 11 1485
41 13 1342
41 15 984
41 17 807
41 19 659
41 21 433
41 23 311
41 25 196
41 27 136
41 29 88
41 31 56
41 33 39
41 35 24
41 37 26
41 39 12
41 41 11
41 43 10
41 45 2
41 47 4
41 49 1
41 51 1
41 53 0
41 55 0
41 57 0
41 59 0
43 -59 1
43 -57 1
43 -55 1
43 -53 0
43 -51 0
43 -49 2
43 -47 5
43 -45 1
43 -43 7
43 -41 3
43 -39 2
43 -37 9
43 -35 11
43 -33 15
43 -31 25
43 -29 45
43 -27 57
43 -25 101
43 -23 129
43 -21 206
43 -19 273
43 -17 459
43 -15 495
43 -13 674
43 -11 827
43 -9 1019
43 -7 1090
43 -5 1226
43 -3 1390
43 -1 1370
43 1 1412
43 3 1303
43 5 1328
43 7 1132
43 9 1001
43 11 880
43 13 708
43 15 593
43 17 445
43 19 364
43 21 221
43 23 170
43 25 118
43 27 79
43 29 67
43 31 37
43 33 18
43 35 21
43 37 12
43 39 10
43 41 6
43 43 3
43 45 7
43 47 3
43 49 2
43 51 2
43 53 0
43 55 0
43 57 0
43 59 0
45 -59 0
45 -57 0
45 -55 0
45 -53 1
45 -51 1
45 -49 2
45 -47 0
45 -45 0
45 -43 0
45 -41 5
45 -39 1
45 -37 6
45 -35 2
45 -33 7
45 -31 10
45 -29 23
45 -27 36
45 -25 41
45 -23 77
45 -21 107
45 -19 153
45 -17 218
45 -15 280
45 -13 370
45 -11 424
45 -9 534
45 -7 577
45 -5 659
45 -3 693
45 -1 703
45 1 754
45 3 677
45 5 635
45 7 575
45 9 518
45 11 497
45 13 375
45 15 288
45 17 213
45 19 158
45 21 115
45 23 98
45 25 61
45 27 45
45 29 31
45 31 23
45 33 16
45 35 10
45 37 10
45 39 6
45 41 3
45 43 3
45 45 2
45 47 2
45 49 1
45 51 1
45 53 4
45 55 0
45 57 2
45 59 0
47 -59 0
47 -57 0
47 -55 0
47 -53 0
47 -51 0
47 -49 0
47 -47 0
47 -45 1
47 -43 0
47 -41 2
47 -39 4
47 -37 5
47 -35 4
47 -33 8
47 -31 5
47 -29 17
47 -27 22
47 -25 31
47 -23 39
47 -21 58
47 -19 83
47 -17 98
47 -15 142
47 -13 177
47 -11 225
47 -9 229
47 -7 310
47 -5 352
47 -3 353
47 -1 334
47 1 349
47 3 397
47 5 330
47 7 302
47 9 270
47 11 215
47 13 180
47 15 134
47 17 107
47 19 98
47 21 66
47 23 54
47 25 49
47 27 41
47 29 31
47 31 7
47 33 10
47 35 12
47 37 8
47 39 5
47 41 3
47 43 3
47 45 2
47 47 0
47 49 0
47 51 0
47 53 0
47 55 0
47 57 1
47 59 0
49 -59 0
49 -57 0
49 -55 0
49 -53 0
49 -51 0
49 -49 0
49 -47 0
49 -45 1
49 -43 7
49 -41 1
49 -39 1
49 -37 2
49 -35 4
49 -33 4
49 -31 5
49 -29 11
49 -27 13
49 -25 19
49 -23 23
49 -21 31
49 -19 40
49 -17 49
49 -15 69
49 -13 94
49 -11 113
49 -9 118
49 -7 135
49 -5 170
49 -3 177
49 -1 158
49 1 166
49 3 152
49 5 153
49 7 149
49 9 118
49 11 116
49 13 112
49 15 78
49 17 69
49 19 50
49 21 39
49 23 28
49 25 20
49 27 15
49 29 10
49 31 9
49 33 9
49 35 4
49 37 3
49 39 2
49 41 4
49 43 2
49 45 2
49 47 0
49 49 0
49 51 0
49 53 0
49 55 0
49 57 0
49 59 0
51 -59 0
51 -57 0
51 -55 0
51 -53 0
51 -51 0
51 -49 0
51 -47 0
51 -45 0
51 -43 0
51 -41 2
51 -39 2
51 -37 3
51 -35 2
51 -33 0
51 -31 5
51 -29 5
51 -27 9
51 -25 9
51 -23 14
51 -21 18
51 -19 15
51 -17 22
51 -15 35
51 -13 47
51 -11 47
51 -9 61
51 -7 75
51 -5 64
51 -3 77
51 -1 76
51 1 96
51 3 80
51 5 68
51 7 77
51 9 69
51 11 51
51 13 61
51 15 47
51 17 34
51 19 24
51 21 22
51 23 15
51 25 12
51 27 10
51 29 9
51 31 9
51 33 3
51 35 7
51 37 2
51 39 3
51 41 1
51 43 3
51 45 2
51 47 0
51 49 0
51 51 0
51 53 0
51 55 0
51 57 0
51 59 0
53 -59 0
53 -57 0
53 -55 0
53 -53 0
53 -51 0
53 -49 0
53 -47 1
53 -45 4
53 -43 1
53 -41 2
53 -39 2
53 -37 0
53 -35 1
53 -33 2
53 -31 5
53 -29 5
53 -27 9
53 -25 8
53 -23 13
53 -21 13
53 -19 19
53 -17 15
53 -15 13
53 -13 22
53 -11 24
53 -9 21
53 -7 27
53 -5 32
53 -3 42
53 -1 40
53 1 39
53 3 36
53 5 51
53 7 38
53 9 34
53 11 36
53 13 22
53 15 23
53 17 22
53 19 16
53 21 9
53 23 13
53 25 13
53 27 5
53 29 4
53 31 1
53 33 5
53 35 5
53 37 2
53 39 2
53 41 1
53 43 1
53 45 0
53 47 2
53 49 0
53 51 0
53 53 0
53 55 0
53 57 0
53 59 0
55 -59 0
55 -57 0
55 -55 0
55 -53 0
55 -51 0
55 -49 1
55 -47 0
55 -45 0
55 -43 1
55 -41 2
55 -39 1
55 -37 0
55 -35 1
55 -33 4
55 -31 1
55 -29 2
55 -27 4
55 -25 7
55 -23 6
55 -21 7
55 -19 9
55 -17 10
55 -15 11
55 -13 12
55 -11 17
55 -9 14
55 -7 16
55 -5 16
55 -3 24
55 -1 15
55 1 16
55 3 22
55 5 23
55 7 11
55 9 20
55 11 15
55 13 11
55 15 9
55 17 15
55 19 9
55 21 9
55 23 6
55 25 6
55 27 3
55 29 5
55 31 4
55 33 1
55 35 3
55 37 3
55 39 3
55 41 0
55 43 1
55 45 0
55 47 1
55 49 1
55 51 0
55 53 0
55 55 0
55 57 0
55 59 0
57 -59 0
57 -57 0
57 -55 0
57 -53 0
57 -51 0
57 -49 0
57 -47 0
57 -45 0
57 -43 0
57 -41 1
57 -39 0
57 -37 2
57 -35 1
57 -33 2
57 -31 0
57 -29 2
57 -27 2
57 -25 4
57 -23 3
57 -21 3
57 -19 5
57 -17 4
57 -15 5
57 -13 8
57 -11 7
57 -9 13
57 -7 11
57 -5 11
57 -3 14
57 -1 10
57 1 10
57 3 12
57 5 10
57 7 5
57 9 7
57 11 9
57 13 4
57 15 16
57 17 4
57 19 7
57 21 7
57 23 7
57 25 2
57 27 1
57 29 2
57 31 2
57 33 1
57 35 2
57 37 0
57 39 0
57 41 1
57 43 0
57 45 0
57 47 1
57 49 1
57 51 0
57 53 0
57 55 0
57 57 0
57 59 0
59 -59 0
59 -57 0
59 -55 0
59 -53 0
59 -51 0
59 -49 0
59 -47 0
59 -45 1
59 -43 1
59 -41 0
59 -39 0
59 -37 1
59 -35 1
59 -33 0
59 -31 0
59 -29 2
59 -27 0
59 -25 3
59 -23 3
59 -21 2
59 -19 2
59 -17 5
59 -15 8
59 -13 4
59 -11 4
59 -9 5
59 -7 8
59 -5 7
59 -3 11
59 -1 8
59 1 7
59 3 4
59 5 12
59 7 6
59 9 5
59 11 13
59 13 2
59 15 5
59 17 6
59 19 4
59 21 2
59 23 8
59 25 4
59 27 0
59 29 2
59 31 4
59 33 2
59 35 0
59 37 0
59 39 1
59 41 0
59 43 1
59 45 1
59 47 1
59 49 0
59 51 0
59 53 0
59 55 0
59 57 0
59 59 0

station: station18
radial[mm] vertical[mm] counts
-59 -59 0
-59 -57 0
-59 -55 0
-59 -53 0
-59 -51 0
-59 -49 4
-59 -47 7
-59 -45 4
-59 -43 3
-59 -41 2
-59 -39 4
-59 -37 6
-59 -35 7
-59 -33 7
-59 -31 8
-59 -29 8
-59 -27 18
-59 -25 16
-59 -23 23
-59 -21 26
-59 -19 28
-59 -17 34
-59 -15 34
-59 -13 50
-59 -11 51
-59 -9 57
-59 -7 49
-59 -5 52
-59 -3 56
-59 -1 54
-59 1 74
-59 3 49
-59 5 46
-59 7 48
-59 9 58
-59 11 40
-59 13 46
-59 15 50
-59 17 29
-59 19 29
-59 21 32
-59 23 19
-59 25 16
-59 27 14
-59 29 8
-59 31 7
-59 33 5
-59 35 5
-59 37 3
-59 39 2
-59 41 2
-59 43 3
-59 45 5
-59 47 8
-59 49 1
-59 51 0
-59 53 0
-59 55 0
-59 57 0
-59 59 0
-57 -59 0
-57 -57 0
-57 -55 0
-57 -53 0
-57 -51 0
-57 -49 7
-57 -47 3
-57 -45 5
-57 -43 4
-57 -41 5
-57 -39 2
-57 -37 3
-57 -35 2
-57 -33 8
-57 -31 10
-57 -29 11
-57 -27 20
-57 -25 20
-57 -23 27
-57 -21 35
-57 -19 39
-57 -17 50
-57 -15 43
-57 -13 52
-57 -11 60
-57 -9 51
-57 -7 56
-57 -5 71
-57 -3 66
-57 -1 79
-57 1 70
-57 3 71
-57 5 66
-57 7 54
-57 9 64
-57 11 59
-57 13 48
-57 15 50
-57 17 49
-57 19 44
-57 21 27
-57 23 17
-57 25 21
-57 27 12
-57 29 7
-57 31 6
-57 33 4
-57 35 5
-57 37 5
-57 39 4
-57 41 2
-57 43 5
-57 45 3
-57 47 6
-57 49 5
-57 51 0
-57 53 0
-57 55 0
-57 57 0
-57 59 0
-55 -59 0
-55 -57 0
-55 -55 0
-55 -53 0
-55 -51 0
-55 -49 2
-55 -47 6
-55 -45 7
-55 -43 3
-55 -41 5
-55 -39 3
-55 -37 5
-55 -35 5
-55 -33 4
-55 -31 7
-55 -29 6
-55 -27 15
-55 -25 21
-55 -23 28
-55 -21 26
-55 -19 40
-55 -17 42
-55 -15 46
-55 -13 59
-55 -11 43
-55 -9 68
-55 -7 80
-55 -5 63
-55 -3 74
-55 -1 71
-55 1 83
-55 3 69
-55 5 69
-55 7 81
-55 9 74
-55 11 69
-55 13 40
-55 15 52
-55 17 56
-55 19 39
-55 21 24
-55 23 21
-55 25 18
-55 27 9
-55 29 14
-55 31 8
-55 33 3
-55 35 4
-55 37 3
-55 39 9
-55 41 5
-55 43 2
-55 45 10
-55 47 11
-55 49 9
-55 51 0
-55 53 0
-55 55 0
-55 57 0
-55 59 0
-53 -59 0
-53 -57 0
-53 -55 0
-53 -53 0
-53 -51 0
-53 -49 17
-53 -47 13
-53 -45 8
-53 -43 8
-53 -41 4
-53 -39 5
-53 -37 5
-53 -35 5
-53 -33 7
-53 -31 7
-53 -29 15
-53 -27 13
-53 -25 13
-53 -23 27
-53 -21 37
-53 -19 34
-53 -17 67
-53 -15 48
-53 -13 69
-53 -11 51
-53 -9 77
-53 -7 78
-53 -5 82
