station: station12
radial[mm] vertical[mm] counts
7 27 2582
7 29 1912
7 31 1285
7 33 825
7 35 516
7 37 271
7 39 174
7 41 74
7 43 39
7 45 17
7 47 13
7 49 6
7 51 6
7 53 10
7 55 2
7 57 2
7 59 2
9 -59 4
9 -57 3
9 -55 1
9 -53 3
9 -51 7
9 -49 12
9 -47 6
9 -45 10
9 -43 23
9 -41 50
9 -39 84
9 -37 199
9 -35 390
9 -33 704
9 -31 1134
9 -29 1761
9 -27 2569
9 -25 3538
9 -23 4965
9 -21 6235
9 -19 7953
9 -17 9398
9 -15 11435
9 -13 13306
9 -11 14937
9 -9 16573
9 -7 18127
9 -5 18956
9 -3 19614
9 -1 20139
9 1 20271
9 3 19766
9 5 18957
9 7 18105
9 9 16799
9 11 15000
9 13 13235
9 15 11592
9 17 9914
9 19 8234
9 21 6585
9 23 5198
9 25 3930
9 27 2869
9 29 2010
9 31 1324
9 33 935
9 35 540
9 37 291
9 39 146
9 41 90
9 43 42
9 45 11
9 47 9
9 49 10
9 51 2
9 53 0
9 55 3
9 57 5
9 59 4
11 -59 1
11 -57 2
11 -55 3
11 -53 2
11 -51 5
11 -49 4
11 -47 10
11 -45 9
11 -43 21
11 -41 46
11 -39 76
11 -37 202
11 -35 386
11 -33 664
11 -31 1154
11 -29 1870
11 -27 2855
11 -25 3895
11 -23 5240
11 -21 6910
11 -19 8414
11 -17 10521
11 -15 12412
11 -13 14300
11 -11 16352
11 -9 17880
11 -7 19381
11 -5 20228
11 -3 21114
11 -1 21301
11 1 21612
11 3 21298
11 5 20318
11 7 19449
11 9 17773
11 11 16065
11 13 14362
11 15 12724
11 17 10792
11 19 8908
11 21 7147
11 23 5526
11 25 4274
11 27 3121
11 29 2220
11 31 1455
11 33 924
11 35 569
11 37 326
11 39 167
11 41 78
11 43 36
11 45 26
11 47 12
11 49 12
11 51 5
11 53 6
11 55 4
11 57 2
11 59 2
13 -59 6
13 -57 7
13 -55 4
13 -53 4
13 -51 7
13 -49 8
13 -47 13
13 -45 14
13 -43 32
13 -41 49
13 -39 97
13 -37 226
13 -35 413
13 -33 789
13 -31 1268
13 -29 2017
13 -27 2993
13 -25 4149
13 -23 5635
13 -21 7447
13 -19 9185
13 -17 11102
13 -15 13114
13 -13 15149
13 -11 17363
13 -9 19075
13 -7 20834
13 -5 22008
13 -3 22779
13 -1 23150
13 1 22950
13 3 22468
13 5 21861
13 7 20589
13 9 19138
13 11 17522
13 13 15369
13 15 13174
13 17 11531
13 19 9503
13 21 7669
13 23 5927
13 25 4636
13 27 3410
13 29 2359
13 31 1605
13 33 988
13 35 595
13 37 333
13 39 173
13 41 80
13 43 41
13 45 16
13 47 14
13 49 7
13 51 5
13 53 5
13 55 3
13 57 3
13 59 1
15 -59 1
15 -57 2
15 -55 4
15 -53 2
15 -51 4
15 -49 7
15 -47 4
15 -45 14
15 -43 28
15 -41 64
15 -39 101
15 -37 200
15 -35 439
15 -33 799
15 -31 1414
15 -29 2172
15 -27 3102
15 -25 4339
15 -23 5870
15 -21 7621
15 -19 9562
15 -17 11884
15 -15 14004
15 -13 16175
15 -11 18318
15 -9 20212
15 -7 21505
15 -5 23147
15 -3 24022
15 -1 24608
15 1 24540
15 3 23728
15 5 23095
15 7 21833
15 9 20120
15 11 18467
15 13 16416
15 15 14139
15 17 12111
15 19 10072
15 21 8165
15 23 6230
15 25 4952
15 27 3501
15 29 2565
15 31 1679
15 33 1107
15 35 663
15 37 382
15 39 181
15 41 87
15 43 38
15 45 16
15 47 11
15 49 7
15 51 7
15 53 4
15 55 3
15 57 6
15 59 6
17 -59 2
17 -57 2
17 -55 1
17 -53 5
17 -51 3
17 -49 4
17 -47 4
17 -45 17
17 -43 22
17 -41 57
17 -39 128
17 -37 243
17 -35 478
17 -33 841
17 -31 1377
17 -29 2281
17 -27 3274
17 -25 4719
17 -23 6338
17 -21 8057
17 -19 9835
17 -17 12219
17 -15 14412
17 -13 16887
17 -11 19059
17 -9 20932
17 -7 22793
17 -5 23751
17 -3 24903
17 -1 25190
17 1 25304
17 3 24949
17 5 23922
17 7 22592
17 9 21077
17 11 19016
17 13 16991
17 15 14646
17 17 12347
17 19 10422
17 21 8442
17 23 6813
17 25 5090
17 27 3788
17 29 2548
17 31 1835
17 33 1169
17 35 664
17 37 402
17 39 205
17 41 82
17 43 37
17 45 25
17 47 12
17 49 9
17 51 6
17 53 4
17 55 4
17 57 3
17 59 4
19 -59 0
19 -57 5
19 -55 1
19 -53 3
19 -51 7
19 -49 11
19 -47 10
19 -45 28
19 -43 30
19 -41 66
19 -39 122
19 -37 245
19 -35 459
19 -33 840
19 -31 1439
19 -29 2399
19 -27 3322
19 -25 4636
19 -23 6318
19 -21 8090
19 -19 10224
19 -17 12348
19 -15 14602
19 -13 16830
19 -11 19219
19 -9 21491
19 -7 22833
19 -5 24252
19 -3 25112
19 -1 25563
19 1 25562
19 3 25005
19 5 24180
19 7 23107
19 9 21150
19 11 19193
19 13 17142
19 15 15008
19 17 12810
19 19 10667
19 21 8720
19 23 6723
19 25 5303
19 27 3848
19 29 2679
19 31 1804
19 33 1211
19 35 692
19 37 403
19 39 198
19 41 89
19 43 34
19 45 31
19 47 6
19 49 8
19 51 7
19 53 8
19 55 2
19 57 3
19 59 6
21 -59 1
21 -57 3
21 -55 3
21 -53 1
21 -51 8
21 -49 7
21 -47 13
21 -45 14
21 -43 33
21 -41 60
21 -39 122
21 -37 168
21 -35 438
21 -33 826
21 -31 1464
21 -29 2316
21 -27 3220
21 -25 4582
21 -23 6098
21 -21 8078
21 -19 9830
21 -17 12151
21 -15 14399
21 -13 16844
21 -11 18804
21 -9 20764
21 -7 22821
21 -5 23716
21 -3 24749
21 -1 25155
21 1 24961
21 3 24788
21 5 23665
21 7 22546
21 9 20720
21 11 18911
21 13 16787
21 15 14729
21 17 12508
21 19 10334
21 21 8483
21 23 6654
21 25 5136
21 27 3792
21 29 2619
21 31 1747
21 33 1209
21 35 657
21 37 357
21 39 157
21 41 90
21 43 40
21 45 21
21 47 15
21 49 8
21 51 9
21 53 4
21 55 6
21 57 4
21 59 2
23 -59 2
23 -57 4
23 -55 1
23 -53 2
23 -51 5
23 -49 11
23 -47 8
23 -45 15
23 -43 28
23 -41 48
23 -39 103
23 -37 200
23 -35 414
23 -33 772
23 -31 1376
23 -29 2107
23 -27 3023
23 -25 4395
23 -23 5756
23 -21 7554
23 -19 9484
23 -17 11270
23 -15 13561
23 -13 15824
23 -11 17873
23 -9 19845
23 -7 21554
23 -5 22402
23 -3 23518
23 -1 24114
23 1 23961
23 3 23483
23 5 22494
23 7 21483
23 9 19981
23 11 18287
23 13 16033
23 15 14092
23 17 11958
23 19 9930
23 21 7808
23 23 6342
23 25 4850
23 27 3594
23 29 2588
23 31 1720
23 33 1037
23 35 633
23 37 322
23 39 171
23 41 82
23 43 40
23 45 19
23 47 13
23 49 6
23 51 1
23 53 4
23 55 8
23 57 4
23 59 3
25 -59 0
25 -57 3
25 -55 2
25 -53 5
25 -51 5
25 -49 2
25 -47 8
25 -45 13
25 -43 25
25 -41 39
25 -39 94
25 -37 187
25 -35 334
25 -33 645
25 -31 1131
25 -29 1941
25 -27 2769
25 -25 3869
25 -23 5133
25 -21 6899
25 -19 8718
25 -17 10287
25 -15 12444
25 -13 14250
25 -11 16480
25 -9 18129
25 -7 19341
25 -5 20772
25 -3 21535
25 -1 21760
25 1 21896
25 3 21601
25 5 20573
25 7 19830
25 9 18105
25 11 16838
25 13 14712
25 15 12815
25 17 10918
25 19 9232
25 21 7248
25 23 5747
25 25 4434
25 27 3100
25 29 2182
25 31 1520
25 33 974
25 35 551
25 37 299
25 39 150
25 41 39
25 43 40
25 45 18
25 47 8
25 49 7
25 51 7
25 53 6
25 55 2
25 57 6
25 59 5
27 -59 5
27 -57 1
27 -55 5
27 -53 3
27 -51 10
27 -49 7
27 -47 11
27 -45 15
27 -43 18
27 -41 41
27 -39 76
27 -37 149
27 -35 268
27 -33 541
27 -31 962
27 -29 1576
27 -27 2278
27 -25 3319
27 -23 4502
27 -21 5964
27 -19 7417
27 -17 9085
27 -15 10979
27 -13 12917
27 -11 14457
27 -9 15914
27 -7 17403
27 -5 18421
27 -3 18936
27 -1 19659
27 1 19410
27 3 19220
27 5 18517
27 7 17618
27 9 16313
27 11 14546
27 13 13127
27 15 11522
27 17 9572
27 19 8094
27 21 6492
27 23 5096
27 25 3937
27 27 2702
27 29 2002
27 31 1237
27 33 777
27 35 442
27 37 250
27 39 132
27 41 58
27 43 31
27 45 20
27 47 5
27 49 11
27 51 8
27 53 5
27 55 8
27 57 2
27 59 2
29 -59 2
29 -57 2
29 -55 6
29 -53 3
29 -51 4
29 -49 5
29 -47 10
29 -45 15
29 -43 21
29 -41 46
29 -39 68
29 -37 138
29 -35 234
29 -33 432
29 -31 822
29 -29 1188
29 -27 1892
29 -25 2799
29 -23 3716
29 -21 4893
29 -19 6361
29 -17 7617
29 -15 9373
29 -13 10648
29 -11 12268
29 -9 13525
29 -7 14658
29 -5 15733
29 -3 16690
29 -1 16998
29 1 16770
29 3 16369
29 5 15800
29 7 15061
29 9 14030
29 11 12502
29 13 11396
29 15 9843
29 17 8152
29 19 6982
29 21 5427
29 23 4273
29 25 3251
29 27 2323
29 29 1660
29 31 1002
29 33 617
29 35 360
29 37 218
29 39 110
29 41 57
29 43 20
29 45 13
29 47 13
29 49 4
29 51 9
29 53 7
29 55 6
29 57 2
29 59 3
31 -59 2
31 -57 3
31 -55 3
31 -53 4
31 -51 2
31 -49 4
31 -47 4
31 -45 12
31 -43 25
31 -41 33
31 -39 64
31 -37 114
31 -35 201
31 -33 334
31 -31 552
31 -29 895
31 -27 1456
31 -25 2101
31 -23 2943
31 -21 4027
31 -19 5165
31 -17 6250
31 -15 7788
31 -13 8927
31 -11 10118
31 -9 11279
31 -7 12366
31 -5 13044
31 -3 13546
31 -1 13849
31 1 13590
31 3 13830
31 5 13281
31 7 12684
31 9 11487
31 11 10492
31 13 9389
31 15 7895
31 17 6849
31 19 5503
31 21 4563
31 23 3381
31 25 2539
31 27 1794
31 29 1225
31 31 796
31 33 474
31 35 312
31 37 149
31 39 79
31 41 51
31 43 23
31 45 20
31 47 13
31 49 12
31 51 7
31 53 1
31 55 5
31 57 1
31 59 2
33 -59 4
33 -57 1
33 -55 6
33 -53 1
33 -51 1
33 -49 6
33 -47 10
33 -45 7
33 -43 19
33 -41 30
33 -39 49
33 -37 97
33 -35 133
33 -33 241
33 -31 389
33 -29 702
33 -27 1100
33 -25 1603
33 -23 2240
33 -21 3029
33 -19 3969
33 -17 5115
33 -15 6101
33 -13 7248
33 -11 7937
33 -9 8981
33 -7 10199
33 -5 10715
33 -3 11099
33 -1 11532
33 1 11364
33 3 11155
33 5 10897
33 7 10116
33 9 9297
33 11 8426
33 13 7308
33 15 6522
33 17 5403
33 19 4459
33 21 3460
33 23 2705
33 25 2041
33 27 1392
33 29 951
33 31 579
33 33 342
33 35 210
33 37 119
33 39 67
33 41 27
33 43 22
33 45 16
33 47 10
33 49 11
33 51 9
33 53 1
33 55 2
33 57 3
33 59 1
35 -59 1
35 -57 3
35 -55 2
35 -53 2
35 -51 4
35 -49 5
35 -47 5
35 -45 13
35 -43 18
35 -41 30
35 -39 33
35 -37 80
35 -35 114
35 -33 174
35 -31 303
35 -29 515
35 -27 746
35 -25 1145
35 -23 1735
35 -21 2229
35 -19 2958
35 -17 3925
35 -15 4728
35 -13 5346
35 -11 6508
35 -9 7216
35 -7 7891
35 -5 8552
35 -3 8768
35 -1 8885
35 1 8702
35 3 8736
35 5 8466
35 7 7954
35 9 7453
35 11 6751
35 13 5712
35 15 4990
35 17 4128
35 19 3345
35 21 2679
35 23 1998
35 25 1433
35 27 1044
35 29 624
35 31 392
35 33 247
35 35 135
35 37 94
35 39 58
35 41 29
35 43 17
35 45 10
35 47 12
35 49 8
35 51 4
35 53 2
35 55 5
35 57 1
35 59 3
37 -59 2
37 -57 2
37 -55 5
37 -53 6
37 -51 4
37 -49 3
37 -47 8
37 -45 14
37 -43 11
37 -41 25
37 -39 27
37 -37 55
37 -35 77
37 -33 127
37 -31 192
37 -29 295
37 -27 502
37 -25 835
37 -23 1148
37 -21 1601
37 -19 2072
37 -17 2826
37 -15 3408
37 -13 4094
37 -11 4835
37 -9 5308
37 -7 5734
37 -5 6353
37 -3 6746
37 -1 6872
37 1 6809
37 3 6731
37 5 6364
37 7 5943
37 9 5740
37 11 4953
37 13 4302
37 15 3736
37 17 3048
37 19 2428
37 21 2017
37 23 1504
37 25 987
37 27 653
37 29 480
37 31 255
37 33 189
37 35 99
37 37 76
37 39 33
37 41 25
37 43 18
37 45 11
37 47 10
37 49 5
37 51 3
37 53 2
37 55 4
37 57 2
37 59 2
39 -59 1
39 -57 2
39 -55 2
39 -53 4
39 -51 3
39 -49 3
39 -47 4
39 -45 9
39 -43 15
39 -41 16
39 -39 29
39 -37 44
39 -35 50
39 -33 93
39 -31 143
39 -29 218
39 -27 356
39 -25 514
39 -23 777
39 -21 1087
39 -19 1407
39 -17 1944
39 -15 2356
39 -13 2878
39 -11 3258
39 -9 3771
39 -7 4198
39 -5 4509
39 -3 4745
39 -1 5182
39 1 5060
39 3 4899
39 5 4669
39 7 4403
39 9 4000
39 11 3688
39 13 3164
39 15 2558
39 17 2090
39 19 1764
39 21 1315
39 23 921
39 25 650
39 27 485
39 29 298
39 31 233
39 33 129
39 35 81
39 37 53
39 39 36
39 41 18
39 43 14
39 45 15
39 47 5
39 49 10
39 51 7
39 53 2
39 55 2
39 57 3
39 59 2
41 -59 1
41 -57 2
41 -55 3
41 -53 2
41 -51 4
41 -49 5
41 -47 4
41 -45 4
41 -43 12
41 -41 13
41 -39 26
41 -37 30
41 -35 52
41 -33 70
41 -31 104
41 -29 156
41 -27 233
41 -25 336
41 -23 470
41 -21 667
41 -19 893
41 -17 1210
41 -15 1566
41 -13 1919
41 -11 2283
41 -9 2682
41 -7 2981
41 -5 3174
41 -3 3404
41 -1 3454
41 1 3501
41 3 3504
41 5 3244
41 7 2978
41 9 2768
41 11 2442
41 13 2079
41 15 1807
41 17 1414
41 19 1151
41 21 784
41 23 623
41 25 459
41 27 290
41 29 204
41 31 133
41 33 89
41 35 64
41 37 53
41 39 27
41 41 17
41 43 9
41 45 6
41 47 10
41 49 6
41 51 4
41 53 4
41 55 1
41 57 1
41 59 1
43 -59 1
43 -57 1
43 -55 2
43 -53 3
43 -51 3
43 -49 3
43 -47 7
43 -45 11
43 -43 6
43 -41 13
43 -39 12
43 -37 23
43 -35 37
43 -33 44
43 -31 79
43 -29 111
43 -27 160
43 -25 198
43 -23 323
43 -21 432
43 -19 547
43 -17 715
43 -15 992
43 -13 1201
43 -11 1513
43 -9 1737
43 -7 1857
43 -5 2075
43 -3 2156
43 -1 2239
43 1 2230
43 3 2214
43 5 2124
43 7 2022
43 9 1800
43 11 1549
43 13 1299
43 15 1069
43 17 874
43 19 655
43 21 537
43 23 418
43 25 285
43 27 180
43 29 135
43 31 88
43 33 72
43 35 48
43 37 40
43 39 23
43 41 24
43 43 9
43 45 11
43 47 6
43 49 2
43 51 5
43 53 2
43 55 1
43 57 3
43 59 1
45 -59 2
45 -57 0
45 -55 1
45 -53 0
45 -51 3
45 -49 2
45 -47 1
45 -45 5
45 -43 13
45 -41 8
45 -39 13
45 -37 21
45 -35 25
45 -33 56
45 -31 50
45 -29 83
45 -27 89
45 -25 136
45 -23 178
45 -21 273
45 -19 345
45 -17 493
45 -15 556
45 -13 790
45 -11 915
45 -9 1035
45 -7 1169
45 -5 1311
45 -3 1341
45 -1 1342
45 1 1357
45 3 1352
45 5 1364
45 7 1209
45 9 1107
45 11 948
45 13 837
45 15 722
45 17 564
45 19 437
45 21 342
45 23 221
45 25 196
45 27 147
45 29 87
45 31 59
45 33 47
45 35 23
45 37 14
45 39 16
45 41 16
45 43 9
45 45 6
45 47 3
45 49 3
45 51 1
45 53 2
45 55 3
45 57 3
45 59 0
47 -59 1
47 -57 1
47 -55 0
47 -53 0
47 -51 0
47 -49 0
47 -47 0
47 -45 0
47 -43 7
47 -41 8
47 -39 9
47 -37 13
47 -35 17
47 -33 34
47 -31 45
47 -29 39
47 -27 77
47 -25 93
47 -23 120
47 -21 161
47 -19 238
47 -17 273
47 -15 376
47 -13 459
47 -11 503
47 -9 666
47 -7 696
47 -5 735
47 -3 780
47 -1 848
47 1 825
47 3 788
47 5 752
47 7 760
47 9 667
47 11 571
47 13 480
47 15 433
47 17 345
47 19 283
47 21 186
47 23 152
47 25 114
47 27 82
47 29 57
47 31 49
47 33 32
47 35 25
47 37 22
47 39 14
47 41 16
47 43 16
47 45 0
47 47 0
47 49 0
47 51 0
47 53 0
47 55 0
47 57 2
47 59 1
49 -59 0
49 -57 0
49 -55 0
49 -53 0
49 -51 0
49 -49 0
49 -47 1
49 -45 3
49 -43 3
49 -41 3
49 -39 6
49 -37 9
49 -35 12
49 -33 16
49 -31 22
49 -29 41
49 -27 51
49 -25 84
49 -23 97
49 -21 115
49 -19 158
49 -17 173
49 -15 193
49 -13 251
49 -11 302
49 -9 356
49 -7 424
49 -5 416
49 -3 422
49 -1 463
49 1 468
49 3 496
49 5 467
49 7 468
49 9 410
49 11 324
49 13 289
49 15 247
49 17 201
49 19 163
49 21 125
49 23 87
49 25 92
49 27 53
49 29 44
49 31 29
49 33 21
49 35 20
49 37 18
49 39 9
49 41 11
49 43 9
49 45 7
49 47 0
49 49 0
49 51 0
49 53 0
49 55 0
49 57 1
49 59 0
51 -59 0
51 -57 0
51 -55 0
51 -53 0
51 -51 0
51 -49 0
51 -47 2
51 -45 3
51 -43 3
51 -41 3
51 -39 7
51 -37 7
51 -35 8
51 -33 15
51 -31 15
51 -29 26
51 -27 34
51 -25 41
51 -23 61
51 -21 72
51 -19 87
51 -17 97
51 -15 143
51 -13 161
51 -11 167
51 -9 222
51 -7 237
51 -5 270
51 -3 246
51 -1 277
51 1 295
51 3 280
51 5 283
51 7 256
51 9 231
51 11 197
51 13 191
51 15 160
51 17 132
51 19 110
51 21 91
51 23 69
51 25 42
51 27 42
51 29 25
51 31 21
51 33 22
51 35 15
51 37 12
51 39 6
51 41 10
51 43 6
51 45 5
51 47 2
51 49 0
51 51 0
51 53 0
51 55 0
51 57 0
51 59 0
53 -59 0
53 -57 0
53 -55 0
53 -53 0
53 -51 0
53 -49 3
53 -47 4
53 -45 1
53 -43 6
53 -41 2
53 -39 5
53 -37 7
53 -35 6
53 -33 21
53 -31 15
53 -29 19
53 -27 31
53 -25 31
53 -23 30
53 -21 47
53 -19 52
53 -17 69
53 -15 85
53 -13 83
53 -11 108
53 -9 118
53 -7 145
53 -5 166
53 -3 154
53 -1 154
53 1 150
53 3 159
53 5 124
53 7 158
53 9 130
53 11 116
53 13 102
53 15 93
53 17 84
53 19 69
53 21 51
53 23 47
53 25 29
53 27 25
53 29 21
53 31 18
53 33 9
53 35 10
53 37 6
53 39 4
53 41 5
53 43 6
53 45 4
53 47 4
53 49 1
53 51 0
53 53 0
53 55 0
53 57 0
53 59 0
55 -59 0
55 -57 0
55 -55 0
55 -53 0
55 -51 0
55 -49 0
55 -47 1
55 -45 1
55 -43 3
55 -41 4
55 -39 4
55 -37 6
55 -35 4
55 -33 12
55 -31 9
55 -29 8
55 -27 17
55 -25 16
55 -23 20
55 -21 38
55 -19 45
55 -17 44
55 -15 46
55 -13 47
55 -11 65
55 -9 70
55 -7 99
55 -5 86
55 -3 96
55 -1 95
55 1 93
55 3 107
55 5 86
55 7 90
55 9 101
55 11 54
55 13 68
55 15 62
55 17 67
55 19 42
55 21 26
55 23 19
55 25 14
55 27 17
55 29 20
55 31 10
55 33 14
55 35 9
55 37 6
55 39 5
55 41 4
55 43 3
55 45 4
55 47 1
55 49 3
55 51 0
55 53 0
55 55 0
55 57 0
55 59 0
57 -59 0
57 -57 0
57 -55 0
57 -53 0
57 -51 0
57 -49 3
57 -47 1
57 -45 3
57 -43 4
57 -41 1
57 -39 3
57 -37 7
57 -35 8
57 -33 4
57 -31 4
57 -29 10
57 -27 10
57 -25 12
57 -23 12
57 -21 20
57 -19 23
57 -17 28
57 -15 34
57 -13 44
57 -11 42
57 -9 36
57 -7 60
57 -5 49
57 -3 60
57 -1 54
57 1 54
57 3 55
57 5 67
57 7 49
57 9 47
57 11 58
57 13 37
57 15 27
57 17 28
57 19 19
57 21 21
57 23 13
57 25 8
57 27 16
57 29 11
57 31 10
57 33 3
57 35 10
57 37 2
57 39 2
57 41 4
57 43 4
57 45 5
57 47 1
57 49 2
57 51 0
57 53 0
57 55 0
57 57 0
57 59 0
59 -59 0
59 -57 0
59 -55 0
59 -53 0
59 -51 0
59 -49 1
59 -47 0
59 -45 4
59 -43 1
59 -41 2
59 -39 2
59 -37 1
59 -35 3
59 -33 4
59 -31 7
59 -29 9
59 -27 5
59 -25 8
59 -23 13
59 -21 19
59 -19 20
59 -17 16
59 -15 31
59 -13 14
59 -11 21
59 -9 25
59 -7 30
59 -5 25
59 -3 30
59 -1 24
59 1 36
59 3 31
59 5 44
59 7 35
59 9 36
59 11 29
59 13 30
59 15 18
59 17 25
59 19 20
59 21 14
59 23 19
59 25 9
59 27 8
59 29 8
59 31 5
59 33 5
59 35 8
59 37 6
59 39 3
59 41 4
59 43 2
59 45 1
59 47 3
59 49 4
59 51 0
59 53 0
59 55 0
59 57 0
59 59 0

